target,type,subtype,virustotal_status,virustotal_malicious_score,virustotal_community_reputation,virustotal_tag,virustotal_last_analysis_date,virustotal_threat_name
http://www.google.com/robots.txt,url,,200,1,0,,2022-10-11,
