target,type,subtype,whois_hostname,whois_asn_country_code,whois_asn_date,whois_asn_description,whois_asn_registry,abuseipdb_status,abuseipdb_isPublic,abuseipdb_lastComment,abuseipdb_error,virustotal_status,virustotal_malicious_score,virustotal_community_reputation,virustotal_tag,virustotal_last_analysis_date,shodan_country_code,shodan_domains,shodan_hostnames,shodan_isp,shodan_org,shodan_os,shodan_ports,shodan_tags,shodan_last_update
8.8.8.8,ip,ipv4,dns.google,US,1992-12-01,"GOOGLE, US",arin,200,True,"Unsolicited connection attempt(s), port:2339.",'lastReportedAt',200,3,564,,2023-11-15,US,['dns.google'],['dns.google'],Google LLC,Google LLC,,443,[],2023-11-15
