target,type,subtype,virustotal_status,virustotal_malicious_score,virustotal_community_reputation,virustotal_tag,virustotal_last_analysis_date,virustotal_md5,virustotal_meaningful_name,virustotal_sha1,virustotal_sha256,virustotal_threat,virustotal_identification,virustotal_size_megabytes
3cbcfddec145e3382d592266be193e5be53443138ee6ab6ca09ff20df609e268,hash,sha256,200,0,0,text,2022-09-30,41bec8a809b060ddf620714fe356d918,sources.list-3cbcfddec145e3382d592266be193e5be53443138ee6ab6ca09ff20df609e268,b7fbd21f36ef76274fe9d331fe51e2793a1c8fb9,3cbcfddec145e3382d592266be193e5be53443138ee6ab6ca09ff20df609e268,,ASCII English text,0.0
